stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id
40078,40078,"Van Ness Ave & Broadway",,  37.795910,-122.423294,1
40080,40080,"San Francisco Ferry Terminal-The Embarcadero",,  37.795197,-122.393768,1
40082,40082,"Sansome St & Lombard St",,  37.803768,-122.403282,1
40083,40083,"Hyde St & Grove St",,  37.779549,-122.415176,1
40090,40090,"Bridgeway & Ebbtide St",,  37.870220,-122.503700,2
40091,40091,"Bridgeway & Gate 5 Rd",,  37.871155,-122.503876,2
40092,40092,"Bridgeway & Nevada St",,  37.865463,-122.499229,2
40093,40093,"Bridgeway & Nevada St",,  37.865280,-122.499367,2
40094,40094,"Bridgeway & Easterby St",,  37.861786,-122.493881,2
40095,40095,"Bridgeway & Easterby St",,  37.861969,-122.493622,2
40096,40096,"Bridgeway & Napa St",,  37.861065,-122.489319,2
40097,40097,"Bridgeway & Napa St",,  37.861393,-122.489555,2
40098,40098,"Bridgeway & Pine St",,  37.859268,-122.485275,2
40099,40099,"Bridgeway & Turney St",,  37.859657,-122.485893,2
40100,40100,"Bridgeway & Caledonia Av",,  37.858440,-122.482864,2
40101,40101,"Bridgeway & El Portal",,  37.855904,-122.479614,2
40102,40102,"Bridgeway & Bay St",,  37.856831,-122.480225,2
40103,40103,"Bay St & Bridgeway",,  37.857136,-122.480469,2
40104,40104,"Second St & Main St",,  37.848732,-122.480843,2
40105,40105,"Second St & Main St",,  37.849060,-122.480698,2
40106,40106,"Alexander Ave & East Rd",,  37.844833,-122.477943,2
40107,40107,"Alexander Ave & East Rd",,  37.844906,-122.477806,2
40108,40108,"Alexander Ave & Danes Dr",,  37.838066,-122.483116,2
40110,40110,"Spencer Ave Bus Pad",,  37.853378,-122.493210,2
40111,40111,"Spencer Ave Bus Pad",,  37.852055,-122.490685,2
40112,40112,"Hwy 101 & Monte Mar Dr",,  37.854202,-122.492859,2
40113,40113,"Donahue St & Terners Dr",,  37.871983,-122.511345,2
40114,40114,"Donahue St & Sherwood Dr",,  37.876457,-122.518944,2
40115,40115,"Donahue St & Sherwood Dr",,  37.876339,-122.515190,2
40116,40116,"Donahue St & Sherwood Dr",,  37.876411,-122.515327,2
40117,40117,"Donahue St & Buckelew St",,  37.876045,-122.513092,2
40118,40118,"Donahue St & Buckelew St",,  37.876175,-122.513115,2
40119,40119,"Drake Ave & Donahue St",,  37.873631,-122.512413,2
40120,40120,"Donahue St & Drake Ave",,  37.873558,-122.511726,2
40121,40121,"Drake Ave & Buckelew St",,  37.873203,-122.515457,2
40122,40122,"Drake Ave & Buckelew St",,  37.873001,-122.515411,2
40123,40123,"Drake Ave & Cole Dr",,  37.868587,-122.510612,2
40124,40124,"Drake Ave & Cole Dr",,  37.868710,-122.510666,2
40125,40125,"Drake Ave & Donahue St",,  37.871292,-122.509193,2
40126,40126,"Drake Ave & Donahue St",,  37.871258,-122.509315,2
40129,40129,"E Blithedale Ave & Tower Dr",,  37.903687,-122.519165,2
40130,40130,"E Blithedale Ave & Kipling Dr",,  37.903465,-122.519203,2
40131,40131,"E Blithedale Ave & Lomita Dr",,  37.901039,-122.526245,2
40132,40132,"E Blithedale Ave & Roque Moraes Dr",,  37.900265,-122.527687,2
40133,40133,"E Blithedale Ave & Mesa Ave",,  37.901840,-122.532654,2
40134,40134,"E Blithedale Ave & Nelson Ave",,  37.900665,-122.529938,2
40135,40135,"E Blithedale Ave & Alta Vista Ave",,  37.903568,-122.536354,2
40136,40136,"E Blithedale Ave & Hilarita Ave",,  37.901711,-122.532631,2
40137,40137,"E Blithedale Ave & East Dr",,  37.903809,-122.538666,2
40138,40138,"E Blithedale Ave & Elm Ave",,  37.902077,-122.533493,2
40139,40139,"E Blithedale Ave & Mountain View Ave",,  37.905048,-122.543633,2
40140,40140,"E Blithedale Ave & Walnut Ave",,  37.903732,-122.539543,2
40141,40141,"E Blithedale Ave & Hill St",,  37.905258,-122.544182,2
40142,40142,"Mill Valley Depot-Sunnyside Ave & Miller Ave",,  37.905663,-122.547409,2
40143,40143,"Miller Ave & Una Way",,  37.901581,-122.541862,2
40144,40144,"Miller Ave & Park Ave",,  37.901619,-122.541519,2
40145,40145,"Miller Ave & Montford Ave",,  37.897587,-122.537285,2
40146,40146,"Miller Ave & Locust Ave",,  37.898712,-122.538223,2
40147,40147,"Miller Ave & Reed St",,  37.895096,-122.534416,2
40148,40148,"Miller Ave & Reed St",,  37.895557,-122.534439,2
40149,40149,"Miller Ave & Camino Alto",,  37.892899,-122.530632,2
40150,40150,"Miller Ave & Camino Alto",,  37.893707,-122.531471,2
40151,40151,"Almonte Blvd & Miller Ave",,  37.887188,-122.524834,2
40152,40152,"Almonte Blvd & Miller Ave",,  37.887569,-122.524750,2
40153,40153,"Almonte Blvd & Rosemont Ave",,  37.883987,-122.524841,2
40154,40154,"Almonte Blvd & Rosemont Ave",,  37.883823,-122.524620,2
40155,40155,"Tam Junction-Shoreline Hwy & Almonte Blvd",,  37.881393,-122.524628,2
40156,40156,"Tam Junction-Shoreline Hwy & Almonte Blvd",,  37.881470,-122.524475,2
40157,40157,"Mill Valley Depot-Miller Ave & Sunnyside Ave",,  37.905514,-122.547371,2
40158,40158,"Strawberry - Reed Blvd & Belvedere Dr",,  37.898609,-122.513275,2
40162,40162,"Manzanita Park & Ride Lot",,  37.879398,-122.516190,2
40164,40164,"Tiburon Wye Bus Pad",,  37.903759,-122.516090,2
40168,40168,"Reed Blvd & Redwood Hwy Frontage Rd",,  37.901188,-122.514900,2
40169,40169,"Shoreline Hwy & Pohono St",,  37.879772,-122.515305,2
40170,40170,"Tiburon Wye Bus Pad",,  37.901905,-122.515465,2
40171,40171,"Tiburon Blvd & Hwy 101",,  37.902813,-122.514786,2
40172,40172,"Tiburon Blvd & Hwy 101",,  37.902504,-122.514008,2
40173,40173,"Tiburon Blvd & Bay Vista Dr",,  37.899250,-122.504532,2
40174,40174,"Redwood Hwy Frontage Rd & Belvedere Dr",,  37.896713,-122.515770,2
40175,40175,"Tiburon Blvd & N Knoll Rd",,  37.901970,-122.511063,2
40176,40176,"Tiburon Blvd & N Knoll Rd",,  37.902248,-122.511078,2
40177,40177,"Tiburon Blvd & Strawberry Dr",,  37.898983,-122.504494,2
40182,40182,"Reed Blvd & Redwood Hwy",,  37.900894,-122.514938,2
40183,40183,"Strawberry - Reed Blvd & Belvedere Dr",,  37.899002,-122.513611,2
40184,40184,"Redwood Hwy Frontage Rd & De Silva Island Dr",,  37.888672,-122.516014,2
40185,40185,"Redwood Hwy Frontage Rd & De Silva Island Dr",,  37.888763,-122.515900,2
40186,40186,"Redwood Hwy Frontage Rd & Hwy 101 SB",,  37.889305,-122.517433,2
40187,40187,"Seminary Dr Bus Pad",,  37.889473,-122.517120,2
40188,40188,"Seminary Dr Bus Pad",,  37.888569,-122.516365,2
40197,40197,"Beach Rd & San Rafael Ave",,  37.873070,-122.463295,2
40198,40198,"Beach Rd & Juanita Ln",,  37.875050,-122.459373,2
40199,40199,"Tiburon Blvd & Beach Rd",,  37.875481,-122.459129,2
40200,40200,"Tiburon Blvd & Beach Rd",,  37.875107,-122.458969,2
40201,40201,"Tiburon Blvd & Main St",,  37.873833,-122.456100,2
40202,40202,"Tiburon Blvd & Mar West St",,  37.877022,-122.461998,2
40203,40203,"Tiburon Blvd & Lyford Dr",,  37.880424,-122.464851,2
40204,40204,"Tiburon Blvd & Lyford Dr",,  37.880093,-122.464722,2
40205,40205,"Tiburon Blvd & Neds Way",,  37.881863,-122.467155,2
40206,40206,"Tiburon Blvd & Neds Way",,  37.881721,-122.467133,2
40207,40207,"Tiburon Blvd & San Rafael Ave",,  37.884228,-122.472115,2
40208,40208,"Tiburon Blvd & Gilmartin Dr",,  37.886272,-122.474319,2
40209,40209,"Tiburon Blvd & Gilmartin Dr",,  37.886097,-122.474419,2
40210,40210,"Tiburon Blvd & Rock Hill Dr",,  37.888981,-122.477646,2
40211,40211,"Tiburon Blvd & Rock Hill Dr",,  37.888641,-122.477547,2
40212,40212,"Tiburon Blvd & Avenida Miraflores",,  37.892582,-122.482834,2
40213,40213,"Tiburon Blvd & Pine Ter",,  37.892578,-122.483345,2
40214,40214,"Tiburon Blvd & Stewart Dr",,  37.894749,-122.486420,2
40215,40215,"Tiburon Blvd & Jefferson Dr",,  37.897655,-122.489182,2
40216,40216,"Tiburon Blvd & Reed Ranch Rd",,  37.896053,-122.491829,2
40217,40217,"Tiburon Blvd & Cecilia Way",,  37.897766,-122.498741,2
40218,40218,"Tiburon Blvd & Cecilia Way",,  37.896988,-122.498482,2
40219,40219,"Tiburon Blvd & Blackfield Dr",,  37.898872,-122.501976,2
40220,40220,"Tiburon Blvd & Greenwood Beach Rd",,  37.897614,-122.489014,2
40223,40223,"Tiburon Blvd & Greenwood Cove Rd",,  37.898518,-122.501144,2
40224,40224,"Tiburon Blvd & Mar West St",,  37.877048,-122.462273,2
40225,40225,"Magnolia Ave & Frances Ave",,  37.946960,-122.546364,3
40264,40264,"Tiburon Blvd & Stewart Dr",,  37.894676,-122.486542,2
40267,40267,"Lucky Dr Bus Pad",,  37.937820,-122.517029,3
40268,40268,"Lucky Dr Bus Pad",,  37.938656,-122.516113,3
40275,40275,"Redwood Ave & Montecito Dr",,  37.926357,-122.529510,3
40276,40276,"Redwood Ave & Montecito Dr",,  37.926449,-122.529625,3
40277,40277,"Tamalpais Dr & Eastman Ave",,  37.925297,-122.523697,3
40278,40278,"Tamalpais Dr & Eastman Ave",,  37.925507,-122.523781,3
40279,40279,"Tamalpais Dr & Meadowsweet Dr",,  37.925198,-122.521736,3
40280,40280,"Tamalpais Dr & Madera Blvd",,  37.925266,-122.518959,3
40281,40281,"Tamalpais Dr & Casa Buena Dr",,  37.925030,-122.518509,3
40295,40295,"Paradise Dr Bus Pad",,  37.926495,-122.515205,3
40296,40296,"Paradise Dr Bus Pad",,  37.925442,-122.514030,3
40297,40297,"Magnolia Ave & Frances Ave",,  37.946831,-122.546364,3
40298,40298,"Magnolia Ave & Estelle Ave",,  37.948391,-122.548943,3
40299,40299,"Magnolia Ave & Skylark Dr",,  37.944588,-122.543015,3
40300,40300,"Magnolia Ave & Dartmouth Dr",,  37.945011,-122.542938,3
40301,40301,"Magnolia Ave & Bon Air Rd",,  37.943031,-122.540535,3
40302,40302,"Magnolia Ave & Bon Air Rd",,  37.943386,-122.540710,3
40303,40303,"Magnolia Ave & Ward St",,  37.935921,-122.535309,3
40304,40304,"Magnolia Ave & Ward St",,  37.936222,-122.535080,3
40305,40305,"Magnolia Ave & Madrone Ave",,  37.932579,-122.536064,3
40306,40306,"Magnolia Ave & Madrone Ave",,  37.932655,-122.535934,3
40307,40307,"Magnolia Ave & Park Way",,  37.929089,-122.533440,3
40308,40308,"Magnolia Ave & Alexander Ave",,  37.929470,-122.533920,3
40315,40315,"Sir Francis Drake Blvd & McAllister Ave",,  37.953232,-122.539986,3
40316,40316,"Sir Francis Drake Blvd & Wolfe Grade",,  37.952747,-122.538094,3
40317,40317,"Sir Francis Drake Blvd & Wolfe Grade",,  37.953217,-122.538895,3
40318,40318,"Sir Francis Drake Blvd & Bon Air Rd",,  37.950314,-122.533501,3
40319,40319,"Sir Francis Drake Blvd & Bon Air Rd",,  37.950710,-122.533859,3
40320,40320,"Sir Francis Drake Blvd & El Portal Dr",,  37.948280,-122.527359,3
40321,40321,"Sir Francis Drake Blvd & El Portal Dr",,  37.948906,-122.528458,3
40322,40322,"Sir Francis Drake Blvd & La Cuesta Dr",,  37.947281,-122.524826,3
40323,40323,"Sir Francis Drake Blvd & La Cuesta Dr",,  37.947742,-122.525475,3
40324,40324,"Sir Francis Drake Blvd & Eliseo Dr",,  37.945427,-122.520111,3
40325,40325,"Sir Francis Drake Blvd & Eliseo Dr",,  37.945808,-122.520439,3
40326,40326,"Larkspur Ferry Terminal",,  37.944466,-122.508957,3
40330,40330,"Colg of Marin-College Ave & Sir Francis Drake Blvd",,  37.954727,-122.548241,3
40332,40332,"1135 Sir Francis Drake Blvd",,  37.959251,-122.552460,3
40333,40333,"Sir Francis Drake Blvd & Ross Terrace",,  37.959709,-122.552910,3
40334,40334,"Colg of Marin-Sir Francis Drake Blvd & Elm Ave",,  37.956234,-122.548515,3
40335,40335,"Colg of Marin-Sir Francis Drake Blvd & Maple Ave",,  37.956310,-122.548172,3
40336,40336,"Sir Francis Drake Blvd & Ash Ave",,  37.954296,-122.546021,3
40337,40337,"Sir Francis Drake Blvd & Ash Ave",,  37.954319,-122.545692,3
40338,40338,"Sir Francis Drake Blvd & Rosebank Dr",,  37.953602,-122.543320,3
40339,40339,"Sir Francis Drake Blvd & Oak Ave",,  37.953861,-122.543083,3
40340,40340,"Sir Francis Drake Blvd & Laurel Grove Ave",,  37.953629,-122.540848,3
40341,40341,"Sir Francis Drake Blvd & Lagunitas Rd",,  37.962395,-122.555756,3
40342,40342,"Sir Francis Drake Blvd & Lagunitas Rd",,  37.962734,-122.555855,3
40349,40349,"Colg of Marin-College Ave & Sir Francis Drake Blvd",,  37.954258,-122.548630,3
40416,40416,"4th St & Ross Valley Dr",,  37.976124,-122.550194,3
40418,40418,"4th St & Santa Margarita Ave",,  37.976334,-122.549873,3
40419,40419,"4th St & Greenfield Ave",,  37.975113,-122.544228,3
40420,40420,"4th St & Greenfield Ave",,  37.974857,-122.544212,3
40421,40421,"4th St & Ida St",,  37.974159,-122.537987,3
40422,40422,"4th St & Ida St",,  37.974075,-122.538231,3
40423,40423,"4th St & E St",,  37.973564,-122.533058,3
40424,40424,"4th St & E St",,  37.973717,-122.533447,3
40425,40425,"4th St & C St",,  37.973499,-122.530945,3
40426,40426,"4th St & C St",,  37.973354,-122.530548,3
40427,40427,"4th St & Court St",,  37.973133,-122.527283,3
40428,40428,"4th St & Court St",,  37.972992,-122.526878,3
40430,40430,"San Rafael Transit Center Platform B",,  37.971092,-122.522659,3
40436,40436,"Andersen Dr & W Francisco Blvd",,  37.960533,-122.511795,3
40437,40437,"Andersen Dr & W Francisco Blvd",,  37.960323,-122.511887,3
40438,40438,"Andersen Dr & Du Bois St",,  37.963638,-122.517136,3
40439,40439,"Andersen Dr & Du Bois St",,  37.963593,-122.517410,3
40440,40440,"Andersen Dr & Irwin St",,  37.966274,-122.521782,3
40441,40441,"Andersen Dr & Irwin St",,  37.966213,-122.522064,3
40442,40442,"Lindaro St & 2nd St",,  37.970234,-122.526047,3
40443,40443,"Lindaro St & Andersen Dr",,  37.969696,-122.526283,3
40465,40465,"Kerner Blvd btwn 3140 & 3160",,  37.958660,-122.501129,3
40466,40466,"Bellam Blvd & Lisbon St",,  37.961201,-122.503555,3
40468,40468,"Andersen Dr & Jacoby St",,  37.957222,-122.507446,3
40469,40469,"Golden Gate Transit-1011 Andersen Dr",,  37.955353,-122.504219,3
40470,40470,"Andersen Dr & Simms St",,  37.957466,-122.507591,3
40472,40472,"Sir Francis Drake Blvd & San Anselmo Ave",,  37.986454,-122.576797,3
40473,40473,"Sir Francis Drake Blvd & Butterfield Rd",,  37.986843,-122.578461,3
40474,40474,"Sir Francis Drake HS-Sir Francis Drake & Ash Ave",,  37.985386,-122.574287,3
40475,40475,"Sir Francis Drake Blvd & Broadmoor Ave",,  37.985966,-122.575172,3
40476,40476,"Sir Francis Drake Blvd & Tamal Ave",,  37.982178,-122.568779,3
40478,40478,"Sir Francis Drake Blvd & Aspen Ct",,  37.984692,-122.572815,3
40479,40479,"Sir Francis Drake Blvd & Sais Ave",,  37.980919,-122.566727,3
40480,40480,"Sir Francis Drake Blvd & San Francisco Blvd",,  37.982559,-122.569214,3
40481,40481,"Sir Francis Drake Blvd & Sunnyhills Dr",,  37.981255,-122.567055,3
40482,40482,"Sir Francis Drake Blvd & Madrone Ave",,  37.978928,-122.564117,3
40483,40483,"Sir Francis Drake Blvd & Madrone Ave",,  37.978790,-122.564331,3
40484,40484,"San Anselmo Hub - Center & Sir Francis Drake",,  37.976604,-122.563019,3
40485,40485,"Sir Francis Drake Blvd & Ross Ave",,  37.972420,-122.561714,3
40486,40486,"Sir Francis Drake Blvd & Barber Ave",,  37.972816,-122.561523,3
40487,40487,"Sir Francis Drake Blvd & Bolinas Ave",,  37.969360,-122.560661,3
40488,40488,"Sir Francis Drake Blvd & Bolinas Ave",,  37.969749,-122.560486,3
40489,40489,"Red Hill Ave & Sequoia Dr",,  37.976387,-122.554184,3
40490,40490,"Red Hill Ave & Sequoia Dr",,  37.976635,-122.554642,3
40491,40491,"Butterfield Rd @ San Domenico School",,  38.014069,-122.585091,3
40492,40492,"Butterfield Rd & Van Winkle Dr",,  38.012249,-122.585686,3
40493,40493,"Butterfield Rd & Van Winkle Dr",,  38.012352,-122.585579,3
40494,40494,"Butterfield Rd & Katrina Ln",,  38.009834,-122.583794,3
40495,40495,"Butterfield Rd & Katrina Ln",,  38.009926,-122.583725,3
40496,40496,"Butterfield Rd & Sleepy Hollow Dr",,  38.007370,-122.579231,3
40497,40497,"Butterfield Rd & Sleepy Hollow Dr",,  38.007633,-122.579346,3
40498,40498,"Butterfield Rd & Green Valley Ct",,  38.004822,-122.576134,3
40499,40499,"Butterfield Rd & Green Valley Ct",,  38.004879,-122.576019,3
40500,40500,"Butterfield Rd & Fawn Dr",,  38.002186,-122.574806,3
40501,40501,"Butterfield Rd & Fawn Dr",,  38.002457,-122.574722,3
40502,40502,"Butterfield Rd & Oak Knoll Dr",,  37.999668,-122.575584,3
40503,40503,"Butterfield Rd & Deer Hollow Rd",,  38.000195,-122.575020,3
40504,40504,"Butterfield Rd & Caleta Ave",,  37.998112,-122.576385,3
40505,40505,"Butterfield Rd & Caleta Ave",,  37.998165,-122.576233,3
40506,40506,"Butterfield Rd & Woodside Dr",,  37.995033,-122.576950,3
40507,40507,"Butterfield Rd & Woodside Dr",,  37.995983,-122.576584,3
40508,40508,"Butterfield Rd & Rosemont Ave",,  37.990665,-122.577133,3
40509,40509,"Butterfield Rd & Arroyo Ave",,  37.991970,-122.576370,3
40510,40510,"Butterfield Rd & Rutherford Ave",,  37.988693,-122.577927,3
40511,40511,"Butterfield Rd & Meadowcroft Dr",,  37.988426,-122.577881,3
40512,40512,"Olema Way & Sir Francis Drake Blvd",,  38.000221,-122.604134,3
40513,40513,"Sir Francis Drake Blvd & Glen Dr",,  38.000214,-122.603043,3
40514,40514,"Sir Francis Drake Blvd & Alhambra Circle",,  37.999081,-122.600449,3
40515,40515,"Sir Francis Drake Blvd & Alhambra Circle",,  37.999207,-122.600410,3
40516,40516,"2535 Sir Francis Drake Blvd",,  37.997040,-122.599068,3
40517,40517,"2535 Sir Francis Drake Blvd",,  37.997185,-122.599068,3
40518,40518,"Sir Francis Drake Blvd & Oak Manor Dr",,  37.995659,-122.596703,3
40519,40519,"Sir Francis Drake Blvd & Oak Manor Dr",,  37.995628,-122.596413,3
40520,40520,"Sir Francis Drake Blvd & Marin Rd",,  37.993378,-122.594208,3
40521,40521,"Sir Francis Drake Blvd & Oak Tree Ln",,  37.993793,-122.594345,3
40522,40522,"Sir Francis Drake Blvd & Claus Dr",,  37.987301,-122.588791,3
40523,40523,"Broadway Blvd & Bolinas Ave",,  37.987087,-122.588791,3
40524,40524,"Sir Francis Drake Blvd & Bank St",,  37.989788,-122.591644,3
40525,40525,"Sir Francis Drake Blvd & Marinda Dr",,  37.990063,-122.591568,3
40526,40526,"Sir Francis Drake Blvd & Kent Ave",,  37.986561,-122.580917,3
40527,40527,"Sir Francis Drake Blvd & Willow Ave",,  37.986713,-122.582748,3
40538,40538,"De La Guerra Rd & Del Ganado Rd",,  38.020023,-122.573051,3
40540,40540,"Del Ganado Rd & Duran Dr",,  38.018585,-122.570763,3
40541,40541,"Duran Dr & Del Ganado Rd",,  38.018471,-122.570801,3
40542,40542,"Del Ganado Rd & Las Ovejas Ave",,  38.016037,-122.566849,3
40543,40543,"Del Ganado Rd & Las Ovejas Ave",,  38.016277,-122.566818,3
40544,40544,"Del Ganado Rd & Las Raposas Rd",,  38.014709,-122.561623,3
40545,40545,"Del Ganado Rd & Las Raposas Rd",,  38.015003,-122.561836,3
40548,40548,"Freitas Pkwy & Del Ganado Rd",,  38.012707,-122.558533,3
40550,40550,"Del Ganado Rd & Freitas Pkwy",,  38.013111,-122.558716,3
40551,40551,"Freitas Pkwy & Las Pavadas Ave",,  38.011536,-122.555603,3
40552,40552,"Freitas Pkwy & Las Pavadas Ave",,  38.011837,-122.555412,3
40553,40553,"Freitas Pkwy & Las Gallinas Ave",,  38.009697,-122.549240,3
40556,40556,"Las Gallinas Ave & Nova Albion Way",,  38.008488,-122.549210,3
40562,40562,"Las Gallinas Ave & Northgate Dr",,  38.006638,-122.545685,3
40563,40563,"Las Gallinas Ave & Northgate Dr",,  38.006756,-122.545753,3
40564,40564,"Las Gallinas Ave @ Northgate Mall",,  38.004856,-122.541916,3
40565,40565,"Las Gallinas Ave & Northgate Mall",,  38.004673,-122.541786,3
40566,40566,"Los Ranchitos Rd & Northgate Dr",,  38.001350,-122.542656,3
40567,40567,"Los Ranchitos Rd & Northgate Dr",,  38.001068,-122.542358,3
40571,40571,"Los Ranchitos Rd & Golden Hinde Blvd",,  37.998405,-122.541710,3
40572,40572,"Los Ranchitos Rd & Golden Hinde Blvd",,  37.998249,-122.541519,3
40573,40573,"Los Ranchitos Rd & Circle Rd",,  37.994781,-122.541023,3
40574,40574,"Los Ranchitos Rd & Circle Rd",,  37.994881,-122.540924,3
40575,40575,"Los Ranchitos Rd & Ranch Rd",,  37.992405,-122.536407,3
40576,40576,"Los Ranchitos Rd & Ranch Rd",,  37.992523,-122.536598,3
40577,40577,"Las Gallinas Av & Nova Albion Way",,  38.008133,-122.548752,3
40579,40579,"N San Pedro Rd & Merrydale Rd",,  37.993629,-122.534203,3
40580,40580,"Merrydale Rd & N San Pedro Rd",,  37.994228,-122.533974,3
40581,40581,"N San Pedro Rd Bus Pad",,  37.995335,-122.533356,3
40582,40582,"N San Pedro Rd Bus Pad",,  37.995308,-122.532509,3
40606,40606,"Lucas Valley Bus Pad",,  38.020519,-122.539833,3
40607,40607,"Lucas Valley Bus Pad",,  38.020069,-122.539154,3
40608,40608,"Lucas Valley Rd & Las Gallinas Ave",,  38.026428,-122.548531,3
40609,40609,"Lucas Valley Rd & Las Gallinas Ave",,  38.025726,-122.547218,3
40610,40610,"Lucas Valley Rd & Mt Muir Ct",,  38.026791,-122.573570,3
40611,40611,"Idylberry Rd & Mount Lassen Dr",,  38.028992,-122.572502,3
40612,40612,"Idylberry Rd & Mount Shasta Dr",,  38.030369,-122.575996,3
40613,40613,"Mt Mckinley Rd & Idylberry Rd",,  38.033123,-122.581337,3
40614,40614,"Idylberry Rd & Mt Hood Ct",,  38.031555,-122.579216,3
40615,40615,"Mount Lassen Dr & Idylberry Rd",,  38.028095,-122.568909,3
40616,40616,"Idylberry Rd & Mt Shasta Dr",,  38.030247,-122.575935,3
40617,40617,"Mt Lassen Dr & Lucas Valley Rd",,  38.025394,-122.568604,3
40618,40618,"Idylberry Rd & Mt Palomar Ct",,  38.028587,-122.572067,3
40619,40619,"Lucas Valley Rd & Mount Muir Ct",,  38.026840,-122.573914,3
40620,40620,"Idylberry Rd & Mt Lassen Dr",,  38.028191,-122.569443,3
40622,40622,"Mt Lassen Dr & Lucas Valley Rd",,  38.025288,-122.568840,3
40624,40624,"Huckleberry Rd & Appleberry Dr",,  38.025993,-122.563431,3
40625,40625,"Huckleberry Rd & Appleberry Dr",,  38.025978,-122.563568,3
40626,40626,"Idylberry Rd & Huckleberry Rd",,  38.028275,-122.563683,3
40627,40627,"Huckleberry Rd & Idylberry Rd",,  38.028145,-122.563934,3
40628,40628,"Idylberry Rd & Elderberry Ln",,  38.028198,-122.559814,3
40629,40629,"Idylberry Rd & Newberry Terrace",,  38.028324,-122.560219,3
40630,40630,"Idylberry Rd & Danberry Ln",,  38.028877,-122.557762,3
40631,40631,"Idylberry Rd & Danberry Ln",,  38.029060,-122.557632,3
40632,40632,"Idylberry Rd & Juniperberry Dr",,  38.029705,-122.553391,3
